Rater;H038;H039;H040;H041;H042;H043;H047;H048;H049;H050;H051;H052;H053;H054;H056;H058;H059;H061;H062;H063;H064;H065;H066;H067;H068;H069;H070;H073;H074;H076;H077;H078;H080;H081;H083;H084;H086;H087;H088;H089;H090;H091;H093;H094;H096;H097;H098;H099;H100;H101;H102;H103;H104;H105;H106;H107;H108;H109;H112;H114;H116;H117;H119;H120;H121;H122;H123;H125;H127;H128;H129;H130
Col_M_attr470;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr471;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;3;3;3;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;2
Col_M_attr472;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;2;NA;NA;3;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;1;2;NA;NA;3;2;3;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr473;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;4;3;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;4;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;3;NA;NA;3;NA
Col_M_attr474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr475;NA;NA;2;NA;NA;2;NA;NA;2;2;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;2
Col_M_attr476;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;1;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;1;2;NA;NA;NA;2;1;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;1;NA;NA;2;NA;NA
Col_M_attr477;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;4;NA;5;NA;6;NA;NA;NA;NA;NA;4;NA;4;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;6;NA;4;NA;NA;NA;NA;5;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;5;NA
Col_M_attr478;NA;NA;2;2;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;3;2;NA;NA;NA;NA;NA;NA;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;4;2;NA
Col_M_attr479;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr480;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr481;NA;2;1;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;NA;NA;NA;NA;NA;1;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;1;NA;NA
Col_M_attr482;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr483;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr484;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr485;5;NA;NA;NA;NA;NA;NA;2;NA;NA;3;NA;NA;5;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;4;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr486;NA;NA;NA;NA;NA;NA;3;3;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;4;NA;2;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr487;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;2;2;NA;NA;2;2;NA;NA
Col_M_attr488;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr489;NA;NA;NA;NA;4;6;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;4;5;NA;NA;NA;NA;5;6;NA;NA;NA;NA;4;NA;5;NA;NA;4;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;5;6;NA;NA;NA;5;NA;NA;NA;4;NA;NA
Col_M_attr490;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;4;NA;NA;NA;2;NA;4;NA;NA;2;2;NA;NA;NA;NA;NA;NA;2;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;3;NA;2;NA;NA;NA;3;NA;NA;NA
Col_M_attr491;NA;NA;1;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;2;NA;NA;NA;2;NA;1;NA;2;NA;NA;NA
Col_M_attr492;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr493;NA;NA;2;NA;NA;2;NA;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;2;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;NA;NA;NA;1;NA;NA;2;NA;NA;NA;2;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA
Col_M_attr494;NA;NA;NA;NA;4;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;6;2;NA;NA;NA;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;3;3;NA;NA;NA;2;NA;NA
Col_M_attr495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr496;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr497;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr498;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;NA;1;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr499;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;3;NA;NA;4;NA;NA;3;NA;NA;NA;NA;NA;3;NA;NA;NA;7;NA;NA;NA;NA;3;NA;3;NA;NA;NA;NA;NA;3;NA;NA;NA;3;3;3;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;3;3;NA
Col_M_attr500;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA
Col_M_attr501;3;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;1;NA;NA;2;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;2;1;NA;NA;1;NA;2;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2
Col_M_attr502;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr503;2;NA;1;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;1;NA;1;2;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;2;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA
Col_M_attr504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr505;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;2;NA;NA;NA;NA;2;NA;NA;NA;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;2;2;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr508;NA;NA;NA;1;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;4;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;NA;NA;NA;NA
Col_M_attr509;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;3;NA;NA;NA;NA;4;3;NA;NA;4;NA;NA;NA;NA;3;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;3;NA;4;NA;NA;3;NA;4;NA;3;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;4;NA;3;NA;4;NA;NA
Col_M_attr510;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;1;NA;NA;NA;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;2;NA;NA;3;NA;NA;NA;2;NA;NA;NA;1;NA;1;NA;2;NA;NA;NA;NA
Col_M_attr511;NA;NA;NA;2;NA;2;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;2;NA;NA;NA;NA;NA;NA;2;NA;NA;2;NA;NA;NA;2;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA
Col_M_attr512;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr513;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr516;NA;NA;NA;NA;NA;NA;NA;4;NA;3;4;NA;NA;NA;NA;NA;NA;NA;6;NA;5;NA;3;4;NA;NA;NA;NA;NA;4;NA;NA;NA;3;4;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr517;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;1;NA;NA;NA;1;1;1;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;1;NA;4;1;NA;NA;NA;NA;NA;NA;NA;NA;1
Col_M_attr518;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr519;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr520;NA;NA;3;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;6;NA;5;NA;3;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;5;NA;NA;3;NA;NA;NA;NA;4;NA;NA;4;NA;NA;NA;2;4;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;3;2
Col_M_attr521;1;NA;NA;1;1;2;NA;NA;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;1;NA;1;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA
Col_M_attr522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr523;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr524;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr526;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr527;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr528;NA;NA;NA;2;2;4;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;2;3;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;NA;2;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Col_M_attr529;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;1;1;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;2;NA;NA;2;NA;2;NA;NA;NA;2;NA;NA;NA;NA;1;NA
Col_M_attr530;4;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;NA;4;4;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;1;NA;2;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA
Col_M_attr531;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;4;2;NA;NA;NA;NA;2;NA;2;NA;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;3;NA;NA;NA;NA;2;NA;5;NA;NA;NA;NA;4;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;2;NA;4;NA
Col_M_attr532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
